cashTranNo;amount;portfolioRefCode
169305;10000000;nt9306
169306;10000000;nt9307
169307;10000000;nt9308
169308;10000000;nt9309
169309;10000000;nt9310
169310;10000000;nt9311
169311;10000000;nt9312
169312;10000000;nt9313
169313;10000000;nt9314
169314;10000000;nt9315
169315;10000000;nt9316
169316;10000000;nt9317
169317;10000000;nt9318
169318;10000000;nt9319
169319;10000000;nt9320
169320;10000000;nt9321
169321;10000000;nt9322
169322;10000000;nt9323
169323;10000000;nt9324
169324;10000000;nt9325
169325;10000000;nt9326
169326;10000000;nt9327
169327;10000000;nt9328
169328;10000000;nt9329
169329;10000000;nt9330
169330;10000000;nt9331
169331;10000000;nt9332
169332;10000000;nt9333
169333;10000000;nt9334
169334;10000000;nt9335
169335;10000000;nt9336
169336;10000000;nt9337
169337;10000000;nt9338
169338;10000000;nt9339
169339;10000000;nt9340
169340;10000000;nt9341
169341;10000000;nt9342
169342;10000000;nt9343
169343;10000000;nt9344
169344;10000000;nt9345
169345;10000000;nt9346
169346;10000000;nt9347
169347;10000000;nt9348
169348;10000000;nt9349
169349;10000000;nt9350
169350;10000000;nt9351
169351;10000000;nt9352
169352;10000000;nt9353
169353;10000000;nt9354
169354;10000000;nt9355
169355;10000000;nt9356
169356;10000000;nt9357
169357;10000000;nt9358
169358;10000000;nt9359
169359;10000000;nt9360
169360;10000000;nt9361
169361;10000000;nt9362
169362;10000000;nt9363
169363;10000000;nt9364
169364;10000000;nt9365
169365;10000000;nt9366
169366;10000000;nt9367
169367;10000000;nt9368
169368;10000000;nt9369
169369;10000000;nt9370
169370;10000000;nt9371
169371;10000000;nt9372
169372;10000000;nt9373
169373;10000000;nt9374
169374;10000000;nt9375
169375;10000000;nt9376
169376;10000000;nt9377
169377;10000000;nt9378
169378;10000000;nt9379
169379;10000000;nt9380
169380;10000000;nt9381
169381;10000000;nt9382
169382;10000000;nt9383
169383;10000000;nt9384
169384;10000000;nt9385
169385;10000000;nt9386
169386;10000000;nt9387
169387;10000000;nt9388
169388;10000000;nt9389
169389;10000000;nt9390
169390;10000000;nt9391
169391;10000000;nt9392
169392;10000000;nt9393
169393;10000000;nt9394
169394;10000000;nt9395
169395;10000000;nt9396
169396;10000000;nt9397
169397;10000000;nt9398
169398;10000000;nt9399
169399;10000000;nt9400
169400;10000000;nt9401
169401;10000000;nt9402
169402;10000000;nt9403
169403;10000000;nt9404
169404;10000000;nt9405
169405;10000000;nt9406
169406;10000000;nt9407
169407;10000000;nt9408
169408;10000000;nt9409
169409;10000000;nt9410
169410;10000000;nt9411
169411;10000000;nt9412
169412;10000000;nt9413
169413;10000000;nt9414
169414;10000000;nt9415
169415;10000000;nt9416
169416;10000000;nt9417
169417;10000000;nt9418
169418;10000000;nt9419
169419;10000000;nt9420
169420;10000000;nt9421
169421;10000000;nt9422
169422;10000000;nt9423
169423;10000000;nt9424
169424;10000000;nt9425
169425;10000000;nt9426
169426;10000000;nt9427
169427;10000000;nt9428
169428;10000000;nt9429
169429;10000000;nt9430
169430;10000000;nt9431
169431;10000000;nt9432
169432;10000000;nt9433
169433;10000000;nt9434
169434;10000000;nt9435
169435;10000000;nt9436
169436;10000000;nt9437
169437;10000000;nt9438
169438;10000000;nt9439
169439;10000000;nt9440
169440;10000000;nt9441
169441;10000000;nt9442
169442;10000000;nt9443
169443;10000000;nt9444
169444;10000000;nt9445
169445;10000000;nt9446
169446;10000000;nt9447
169447;10000000;nt9448
169448;10000000;nt9449
169449;10000000;nt9450
169450;10000000;nt9451
169451;10000000;nt9452
169452;10000000;nt9453
169453;10000000;nt9454
169454;10000000;nt9455
169455;10000000;nt9456
169456;10000000;nt9457
169457;10000000;nt9458
169458;10000000;nt9459
169459;10000000;nt9460
169460;10000000;nt9461
169461;10000000;nt9462
169462;10000000;nt9463
169463;10000000;nt9464
169464;10000000;nt9465
169465;10000000;nt9466
169466;10000000;nt9467
169467;10000000;nt9468
169468;10000000;nt9469
169469;10000000;nt9470
169470;10000000;nt9471
169471;10000000;nt9472
169472;10000000;nt9473
169473;10000000;nt9474
169474;10000000;nt9475
169475;10000000;nt9476
169476;10000000;nt9477
169477;10000000;nt9478
169478;10000000;nt9479
169479;10000000;nt9480
169480;10000000;nt9481
169481;10000000;nt9482
169482;10000000;nt9483
169483;10000000;nt9484
169484;10000000;nt9485
169485;10000000;nt9486
169486;10000000;nt9487
169487;10000000;nt9488
169488;10000000;nt9489
169489;10000000;nt9490
169490;10000000;nt9491
169491;10000000;nt9492
169492;10000000;nt9493
169493;10000000;nt9494
169494;10000000;nt9495
169495;10000000;nt9496
169496;10000000;nt9497
169497;10000000;nt9498
169498;10000000;nt9499
169499;10000000;nt9500
169500;10000000;nt9501
169501;10000000;nt9502
169502;10000000;nt9503
169503;10000000;nt9504
169504;10000000;nt9505
169505;10000000;nt9506
169506;10000000;nt9507
169507;10000000;nt9508
169508;10000000;nt9509
169509;10000000;nt9510
169510;10000000;nt9511
169511;10000000;nt9512
169512;10000000;nt9513
169513;10000000;nt9514
169514;10000000;nt9515
169515;10000000;nt9516
169516;10000000;nt9517
169517;10000000;nt9518
169518;10000000;nt9519
169519;10000000;nt9520
169520;10000000;nt9521
169521;10000000;nt9522
169522;10000000;nt9523
169523;10000000;nt9524
169524;10000000;nt9525
169525;10000000;nt9526
169526;10000000;nt9527
169527;10000000;nt9528
169528;10000000;nt9529
169529;10000000;nt9530
169530;10000000;nt9531
169531;10000000;nt9532
169532;10000000;nt9533
169533;10000000;nt9534
169534;10000000;nt9535
169535;10000000;nt9536
169536;10000000;nt9537
169537;10000000;nt9538
169538;10000000;nt9539
169539;10000000;nt9540
169540;10000000;nt9541
169541;10000000;nt9542
169542;10000000;nt9543
169543;10000000;nt9544
169544;10000000;nt9545
169545;10000000;nt9546
169546;10000000;nt9547
169547;10000000;nt9548
169548;10000000;nt9549
169549;10000000;nt9550
169550;10000000;nt9551
169551;10000000;nt9552
169552;10000000;nt9553
169553;10000000;nt9554
169554;10000000;nt9555
169555;10000000;nt9556
169556;10000000;nt9557
169557;10000000;nt9558
169558;10000000;nt9559
169559;10000000;nt9560
169560;10000000;nt9561
169561;10000000;nt9562
169562;10000000;nt9563
169563;10000000;nt9564
169564;10000000;nt9565
169565;10000000;nt9566
169566;10000000;nt9567
169567;10000000;nt9568
169568;10000000;nt9569
169569;10000000;nt9570
169570;10000000;nt9571
169571;10000000;nt9572
169572;10000000;nt9573
169573;10000000;nt9574
169574;10000000;nt9575
169575;10000000;nt9576
169576;10000000;nt9577
169577;10000000;nt9578
169578;10000000;nt9579
169579;10000000;nt9580
169580;10000000;nt9581
169581;10000000;nt9582
169582;10000000;nt9583
169583;10000000;nt9584
169584;10000000;nt9585
169585;10000000;nt9586
169586;10000000;nt9587
169587;10000000;nt9588
169588;10000000;nt9589
169589;10000000;nt9590
169590;10000000;nt9591
169591;10000000;nt9592
169592;10000000;nt9593
169593;10000000;nt9594
169594;10000000;nt9595
169595;10000000;nt9596
169596;10000000;nt9597
169597;10000000;nt9598
169598;10000000;nt9599
169599;10000000;nt9600
169600;10000000;nt9601
169601;10000000;nt9602
169602;10000000;nt9603
169603;10000000;nt9604
169604;10000000;nt9605
169605;10000000;nt9606
169606;10000000;nt9607
169607;10000000;nt9608
169608;10000000;nt9609
169609;10000000;nt9610
169610;10000000;nt9611
169611;10000000;nt9612
169612;10000000;nt9613
169613;10000000;nt9614
169614;10000000;nt9615
169615;10000000;nt9616
169616;10000000;nt9617
169617;10000000;nt9618
169618;10000000;nt9619
169619;10000000;nt9620
169620;10000000;nt9621
169621;10000000;nt9622
169622;10000000;nt9623
169623;10000000;nt9624
169624;10000000;nt9625
169625;10000000;nt9626
169626;10000000;nt9627
169627;10000000;nt9628
169628;10000000;nt9629
169629;10000000;nt9630
169630;10000000;nt9631
169631;10000000;nt9632
169632;10000000;nt9633
169633;10000000;nt9634
169634;10000000;nt9635
169635;10000000;nt9636
169636;10000000;nt9637
169637;10000000;nt9638
169638;10000000;nt9639
169639;10000000;nt9640
169640;10000000;nt9641
169641;10000000;nt9642
169642;10000000;nt9643
169643;10000000;nt9644
169644;10000000;nt9645
169645;10000000;nt9646
169646;10000000;nt9647
169647;10000000;nt9648
169648;10000000;nt9649
169649;10000000;nt9650
169650;10000000;nt9651
169651;10000000;nt9652
169652;10000000;nt9653
169653;10000000;nt9654
169654;10000000;nt9655
169655;10000000;nt9656
169656;10000000;nt9657
169657;10000000;nt9658
169658;10000000;nt9659
169659;10000000;nt9660
169660;10000000;nt9661
169661;10000000;nt9662
169662;10000000;nt9663
169663;10000000;nt9664
169664;10000000;nt9665
169665;10000000;nt9666
169666;10000000;nt9667
169667;10000000;nt9668
169668;10000000;nt9669
169669;10000000;nt9670
169670;10000000;nt9671
169671;10000000;nt9672
169672;10000000;nt9673
169673;10000000;nt9674
169674;10000000;nt9675
169675;10000000;nt9676
169676;10000000;nt9677
169677;10000000;nt9678
169678;10000000;nt9679
169679;10000000;nt9680
169680;10000000;nt9681
169681;10000000;nt9682
169682;10000000;nt9683
169683;10000000;nt9684
169684;10000000;nt9685
169685;10000000;nt9686
169686;10000000;nt9687
169687;10000000;nt9688
169688;10000000;nt9689
169689;10000000;nt9690
169690;10000000;nt9691
169691;10000000;nt9692
169692;10000000;nt9693
169693;10000000;nt9694
169694;10000000;nt9695
169695;10000000;nt9696
169696;10000000;nt9697
169697;10000000;nt9698
169698;10000000;nt9699
169699;10000000;nt9700
169700;10000000;nt9701
169701;10000000;nt9702
169702;10000000;nt9703
169703;10000000;nt9704
169704;10000000;nt9705
169705;10000000;nt9706
169706;10000000;nt9707
169707;10000000;nt9708
169708;10000000;nt9709
169709;10000000;nt9710
169710;10000000;nt9711
169711;10000000;nt9712
169712;10000000;nt9713
169713;10000000;nt9714
169714;10000000;nt9715
169715;10000000;nt9716
169716;10000000;nt9717
169717;10000000;nt9718
169718;10000000;nt9719
169719;10000000;nt9720
169720;10000000;nt9721
169721;10000000;nt9722
169722;10000000;nt9723
169723;10000000;nt9724
169724;10000000;nt9725
169725;10000000;nt9726
169726;10000000;nt9727
169727;10000000;nt9728
169728;10000000;nt9729
169729;10000000;nt9730
169730;10000000;nt9731
169731;10000000;nt9732
169732;10000000;nt9733
169733;10000000;nt9734
169734;10000000;nt9735
169735;10000000;nt9736
169736;10000000;nt9737
169737;10000000;nt9738
169738;10000000;nt9739
169739;10000000;nt9740
169740;10000000;nt9741
169741;10000000;nt9742
169742;10000000;nt9743
169743;10000000;nt9744
169744;10000000;nt9745
169745;10000000;nt9746
169746;10000000;nt9747
169747;10000000;nt9748
169748;10000000;nt9749
169749;10000000;nt9750
169750;10000000;nt9751
169751;10000000;nt9752
169752;10000000;nt9753
169753;10000000;nt9754
169754;10000000;nt9755
169755;10000000;nt9756
169756;10000000;nt9757
169757;10000000;nt9758
169758;10000000;nt9759
169759;10000000;nt9760
169760;10000000;nt9761
169761;10000000;nt9762
169762;10000000;nt9763
169763;10000000;nt9764
169764;10000000;nt9765
169765;10000000;nt9766
169766;10000000;nt9767
169767;10000000;nt9768
169768;10000000;nt9769
169769;10000000;nt9770
169770;10000000;nt9771
169771;10000000;nt9772
169772;10000000;nt9773
169773;10000000;nt9774
169774;10000000;nt9775
169775;10000000;nt9776
169776;10000000;nt9777
169777;10000000;nt9778
169778;10000000;nt9779
169779;10000000;nt9780
169780;10000000;nt9781
169781;10000000;nt9782
169782;10000000;nt9783
169783;10000000;nt9784
169784;10000000;nt9785
169785;10000000;nt9786
169786;10000000;nt9787
169787;10000000;nt9788
169788;10000000;nt9789
169789;10000000;nt9790
169790;10000000;nt9791
169791;10000000;nt9792
169792;10000000;nt9793
169793;10000000;nt9794
169794;10000000;nt9795
169795;10000000;nt9796
169796;10000000;nt9797
169797;10000000;nt9798
169798;10000000;nt9799
169799;10000000;nt9800
169800;10000000;nt9801
169801;10000000;nt9802
169802;10000000;nt9803
169803;10000000;nt9804
169804;10000000;nt9805
169805;10000000;nt9806
169806;10000000;nt9807
169807;10000000;nt9808
169808;10000000;nt9809
169809;10000000;nt9810
169810;10000000;nt9811
169811;10000000;nt9812
169812;10000000;nt9813
169813;10000000;nt9814
169814;10000000;nt9815
169815;10000000;nt9816
169816;10000000;nt9817
169817;10000000;nt9818
169818;10000000;nt9819
169819;10000000;nt9820
169820;10000000;nt9821
169821;10000000;nt9822
169822;10000000;nt9823
169823;10000000;nt9824
169824;10000000;nt9825
169825;10000000;nt9826
169826;10000000;nt9827
169827;10000000;nt9828
169828;10000000;nt9829
169829;10000000;nt9830
169830;10000000;nt9831
169831;10000000;nt9832
169832;10000000;nt9833
169833;10000000;nt9834
169834;10000000;nt9835
169835;10000000;nt9836
169836;10000000;nt9837
169837;10000000;nt9838
169838;10000000;nt9839
169839;10000000;nt9840
169840;10000000;nt9841
169841;10000000;nt9842
169842;10000000;nt9843
169843;10000000;nt9844
169844;10000000;nt9845
169845;10000000;nt9846
169846;10000000;nt9847
169847;10000000;nt9848
169848;10000000;nt9849
169849;10000000;nt9850
169850;10000000;nt9851
169851;10000000;nt9852
169852;10000000;nt9853
169853;10000000;nt9854
169854;10000000;nt9855
169855;10000000;nt9856
169856;10000000;nt9857
169857;10000000;nt9858
169858;10000000;nt9859
169859;10000000;nt9860
169860;10000000;nt9861
169861;10000000;nt9862
169862;10000000;nt9863
169863;10000000;nt9864
169864;10000000;nt9865
169865;10000000;nt9866
169866;10000000;nt9867
169867;10000000;nt9868
169868;10000000;nt9869
169869;10000000;nt9870
169870;10000000;nt9871
169871;10000000;nt9872
169872;10000000;nt9873
169873;10000000;nt9874
169874;10000000;nt9875
169875;10000000;nt9876
169876;10000000;nt9877
169877;10000000;nt9878
169878;10000000;nt9879
169879;10000000;nt9880
169880;10000000;nt9881
169881;10000000;nt9882
169882;10000000;nt9883
169883;10000000;nt9884
169884;10000000;nt9885
169885;10000000;nt9886
169886;10000000;nt9887
169887;10000000;nt9888
169888;10000000;nt9889
169889;10000000;nt9890
169890;10000000;nt9891
169891;10000000;nt9892
169892;10000000;nt9893
169893;10000000;nt9894
169894;10000000;nt9895
169895;10000000;nt9896
169896;10000000;nt9897
169897;10000000;nt9898
169898;10000000;nt9899
169899;10000000;nt9900
169900;10000000;nt9901
169901;10000000;nt9902
169902;10000000;nt9903
169903;10000000;nt9904
169904;10000000;nt9905
169905;10000000;nt9906
169906;10000000;nt9907
169907;10000000;nt9908
169908;10000000;nt9909
169909;10000000;nt9910
169910;10000000;nt9911
169911;10000000;nt9912
169912;10000000;nt9913
169913;10000000;nt9914
169914;10000000;nt9915
169915;10000000;nt9916
169916;10000000;nt9917
169917;10000000;nt9918
169918;10000000;nt9919
169919;10000000;nt9920
169920;10000000;nt9921
169921;10000000;nt9922
169922;10000000;nt9923
169923;10000000;nt9924
169924;10000000;nt9925
169925;10000000;nt9926
169926;10000000;nt9927
169927;10000000;nt9928
169928;10000000;nt9929
169929;10000000;nt9930
169930;10000000;nt9931
169931;10000000;nt9932
169932;10000000;nt9933
169933;10000000;nt9934
169934;10000000;nt9935
169935;10000000;nt9936
169936;10000000;nt9937
169937;10000000;nt9938
169938;10000000;nt9939
169939;10000000;nt9940
169940;10000000;nt9941
169941;10000000;nt9942
169942;10000000;nt9943
169943;10000000;nt9944
169944;10000000;nt9945
169945;10000000;nt9946
169946;10000000;nt9947
169947;10000000;nt9948
169948;10000000;nt9949
169949;10000000;nt9950
169950;10000000;nt9951
169951;10000000;nt9952
169952;10000000;nt9953
169953;10000000;nt9954
169954;10000000;nt9955
169955;10000000;nt9956
169956;10000000;nt9957
169957;10000000;nt9958
169958;10000000;nt9959
169959;10000000;nt9960
169960;10000000;nt9961
169961;10000000;nt9962
169962;10000000;nt9963
169963;10000000;nt9964
169964;10000000;nt9965
169965;10000000;nt9966
169966;10000000;nt9967
169967;10000000;nt9968
169968;10000000;nt9969
169969;10000000;nt9970
169970;10000000;nt9971
169971;10000000;nt9972
169972;10000000;nt9973
169973;10000000;nt9974
169974;10000000;nt9975
169975;10000000;nt9976
169976;10000000;nt9977
169977;10000000;nt9978
169978;10000000;nt9979
169979;10000000;nt9980
169980;10000000;nt9981
169981;10000000;nt9982
169982;10000000;nt9983
169983;10000000;nt9984
169984;10000000;nt9985
169985;10000000;nt9986
169986;10000000;nt9987
169987;10000000;nt9988
169988;10000000;nt9989
169989;10000000;nt9990
169990;10000000;nt9991
169991;10000000;nt9992
169992;10000000;nt9993
169993;10000000;nt9994
169994;10000000;nt9995
169995;10000000;nt9996
169996;10000000;nt9997
169997;10000000;nt9998
169998;10000000;nt9999
169999;10000000;nt10000
170000;10000000;nt10001
170001;10000000;nt10002
170002;10000000;nt10003
170003;10000000;nt10004
170004;10000000;nt10005
170005;10000000;nt10006
170006;10000000;nt10007
170007;10000000;nt10008
170008;10000000;nt10009
170009;10000000;nt10010
170010;10000000;nt10011
170011;10000000;nt10012
170012;10000000;nt10013
170013;10000000;nt10014
170014;10000000;nt10015
170015;10000000;nt10016
170016;10000000;nt10017
170017;10000000;nt10018
170018;10000000;nt10019
170019;10000000;nt10020
170020;10000000;nt10021
170021;10000000;nt10022
170022;10000000;nt10023
170023;10000000;nt10024
170024;10000000;nt10025
170025;10000000;nt10026
170026;10000000;nt10027
170027;10000000;nt10028
170028;10000000;nt10029
170029;10000000;nt10030
170030;10000000;nt10031
170031;10000000;nt10032
170032;10000000;nt10033
170033;10000000;nt10034
170034;10000000;nt10035
170035;10000000;nt10036
170036;10000000;nt10037
170037;10000000;nt10038
170038;10000000;nt10039
170039;10000000;nt10040
170040;10000000;nt10041
170041;10000000;nt10042
170042;10000000;nt10043
170043;10000000;nt10044
170044;10000000;nt10045
170045;10000000;nt10046
170046;10000000;nt10047
170047;10000000;nt10048
170048;10000000;nt10049
170049;10000000;nt10050
170050;10000000;nt10051
170051;10000000;nt10052
170052;10000000;nt10053
170053;10000000;nt10054
170054;10000000;nt10055
170055;10000000;nt10056
170056;10000000;nt10057
170057;10000000;nt10058
170058;10000000;nt10059
170059;10000000;nt10060
170060;10000000;nt10061
170061;10000000;nt10062
170062;10000000;nt10063
170063;10000000;nt10064
170064;10000000;nt10065
170065;10000000;nt10066
170066;10000000;nt10067
170067;10000000;nt10068
170068;10000000;nt10069
170069;10000000;nt10070
170070;10000000;nt10071
170071;10000000;nt10072
170072;10000000;nt10073
170073;10000000;nt10074
170074;10000000;nt10075
170075;10000000;nt10076
170076;10000000;nt10077
170077;10000000;nt10078
170078;10000000;nt10079
170079;10000000;nt10080
170080;10000000;nt10081
170081;10000000;nt10082
170082;10000000;nt10083
170083;10000000;nt10084
170084;10000000;nt10085
170085;10000000;nt10086
170086;10000000;nt10087
170087;10000000;nt10088
170088;10000000;nt10089
170089;10000000;nt10090
170090;10000000;nt10091
170091;10000000;nt10092
170092;10000000;nt10093
170093;10000000;nt10094
170094;10000000;nt10095
170095;10000000;nt10096
170096;10000000;nt10097
170097;10000000;nt10098
170098;10000000;nt10099
170099;10000000;nt10100
170100;10000000;nt10101
170101;10000000;nt10102
170102;10000000;nt10103
170103;10000000;nt10104
170104;10000000;nt10105
170105;10000000;nt10106
170106;10000000;nt10107
170107;10000000;nt10108
170108;10000000;nt10109
170109;10000000;nt10110
170110;10000000;nt10111
170111;10000000;nt10112
170112;10000000;nt10113
170113;10000000;nt10114
170114;10000000;nt10115
170115;10000000;nt10116
170116;10000000;nt10117
170117;10000000;nt10118
170118;10000000;nt10119
170119;10000000;nt10120
170120;10000000;nt10121
170121;10000000;nt10122
170122;10000000;nt10123
170123;10000000;nt10124
170124;10000000;nt10125
170125;10000000;nt10126
170126;10000000;nt10127
170127;10000000;nt10128
170128;10000000;nt10129
170129;10000000;nt10130
170130;10000000;nt10131
170131;10000000;nt10132
170132;10000000;nt10133
170133;10000000;nt10134
170134;10000000;nt10135
170135;10000000;nt10136
170136;10000000;nt10137
170137;10000000;nt10138
170138;10000000;nt10139
170139;10000000;nt10140
170140;10000000;nt10141
170141;10000000;nt10142
170142;10000000;nt10143
170143;10000000;nt10144
170144;10000000;nt10145
170145;10000000;nt10146
170146;10000000;nt10147
170147;10000000;nt10148
170148;10000000;nt10149
170149;10000000;nt10150
170150;10000000;nt10151
170151;10000000;nt10152
170152;10000000;nt10153
170153;10000000;nt10154
170154;10000000;nt10155
170155;10000000;nt10156
170156;10000000;nt10157
170157;10000000;nt10158
170158;10000000;nt10159
170159;10000000;nt10160
170160;10000000;nt10161
170161;10000000;nt10162
170162;10000000;nt10163
170163;10000000;nt10164
170164;10000000;nt10165
170165;10000000;nt10166
170166;10000000;nt10167
170167;10000000;nt10168
170168;10000000;nt10169
170169;10000000;nt10170
170170;10000000;nt10171
170171;10000000;nt10172
170172;10000000;nt10173
170173;10000000;nt10174
170174;10000000;nt10175
170175;10000000;nt10176
170176;10000000;nt10177
170177;10000000;nt10178
170178;10000000;nt10179
170179;10000000;nt10180
170180;10000000;nt10181
170181;10000000;nt10182
170182;10000000;nt10183
170183;10000000;nt10184
170184;10000000;nt10185
170185;10000000;nt10186
170186;10000000;nt10187
170187;10000000;nt10188
170188;10000000;nt10189
170189;10000000;nt10190
170190;10000000;nt10191
170191;10000000;nt10192
170192;10000000;nt10193
170193;10000000;nt10194
170194;10000000;nt10195
170195;10000000;nt10196
170196;10000000;nt10197
170197;10000000;nt10198
170198;10000000;nt10199
170199;10000000;nt10200
170200;10000000;nt10201
170201;10000000;nt10202
170202;10000000;nt10203
170203;10000000;nt10204
170204;10000000;nt10205
170205;10000000;nt10206
170206;10000000;nt10207
170207;10000000;nt10208
170208;10000000;nt10209
170209;10000000;nt10210
170210;10000000;nt10211
170211;10000000;nt10212
170212;10000000;nt10213
170213;10000000;nt10214
170214;10000000;nt10215
170215;10000000;nt10216
170216;10000000;nt10217
170217;10000000;nt10218
170218;10000000;nt10219
170219;10000000;nt10220
170220;10000000;nt10221
170221;10000000;nt10222
170222;10000000;nt10223
170223;10000000;nt10224
170224;10000000;nt10225
170225;10000000;nt10226
170226;10000000;nt10227
170227;10000000;nt10228
170228;10000000;nt10229
170229;10000000;nt10230
170230;10000000;nt10231
170231;10000000;nt10232
170232;10000000;nt10233
170233;10000000;nt10234
170234;10000000;nt10235
170235;10000000;nt10236
170236;10000000;nt10237
170237;10000000;nt10238
170238;10000000;nt10239
170239;10000000;nt10240
170240;10000000;nt10241
170241;10000000;nt10242
170242;10000000;nt10243
170243;10000000;nt10244
170244;10000000;nt10245
170245;10000000;nt10246
170246;10000000;nt10247
170247;10000000;nt10248
170248;10000000;nt10249
170249;10000000;nt10250
170250;10000000;nt10251
170251;10000000;nt10252
170252;10000000;nt10253
170253;10000000;nt10254
170254;10000000;nt10255
170255;10000000;nt10256
170256;10000000;nt10257
170257;10000000;nt10258
170258;10000000;nt10259
170259;10000000;nt10260
170260;10000000;nt10261
170261;10000000;nt10262
170262;10000000;nt10263
170263;10000000;nt10264
170264;10000000;nt10265
170265;10000000;nt10266
170266;10000000;nt10267
170267;10000000;nt10268
170268;10000000;nt10269
170269;10000000;nt10270
170270;10000000;nt10271
170271;10000000;nt10272
170272;10000000;nt10273
170273;10000000;nt10274
170274;10000000;nt10275
170275;10000000;nt10276
170276;10000000;nt10277
170277;10000000;nt10278
170278;10000000;nt10279
170279;10000000;nt10280
170280;10000000;nt10281
170281;10000000;nt10282
170282;10000000;nt10283
170283;10000000;nt10284
170284;10000000;nt10285
170285;10000000;nt10286
170286;10000000;nt10287
170287;10000000;nt10288
170288;10000000;nt10289
170289;10000000;nt10290
170290;10000000;nt10291
170291;10000000;nt10292
170292;10000000;nt10293
170293;10000000;nt10294
170294;10000000;nt10295
170295;10000000;nt10296
170296;10000000;nt10297
170297;10000000;nt10298
170298;10000000;nt10299
170299;10000000;nt10300
170300;10000000;nt10301
170301;10000000;nt10302
170302;10000000;nt10303
170303;10000000;nt10304
170304;10000000;nt10305
170305;10000000;nt10306
170306;10000000;nt10307
170307;10000000;nt10308
170308;10000000;nt10309
170309;10000000;nt10310
170310;10000000;nt10311
170311;10000000;nt10312
170312;10000000;nt10313
170313;10000000;nt10314
170314;10000000;nt10315
170315;10000000;nt10316
170316;10000000;nt10317
170317;10000000;nt10318
170318;10000000;nt10319
170319;10000000;nt10320
170320;10000000;nt10321
170321;10000000;nt10322
170322;10000000;nt10323
170323;10000000;nt10324
170324;10000000;nt10325
170325;10000000;nt10326
170326;10000000;nt10327
170327;10000000;nt10328
170328;10000000;nt10329
170329;10000000;nt10330
170330;10000000;nt10331
170331;10000000;nt10332
170332;10000000;nt10333
170333;10000000;nt10334
170334;10000000;nt10335
170335;10000000;nt10336
170336;10000000;nt10337
170337;10000000;nt10338
170338;10000000;nt10339
170339;10000000;nt10340
170340;10000000;nt10341
170341;10000000;nt10342
170342;10000000;nt10343
170343;10000000;nt10344
170344;10000000;nt10345
170345;10000000;nt10346
170346;10000000;nt10347
170347;10000000;nt10348
170348;10000000;nt10349
170349;10000000;nt10350
170350;10000000;nt10351
170351;10000000;nt10352
170352;10000000;nt10353
170353;10000000;nt10354
170354;10000000;nt10355
170355;10000000;nt10356
170356;10000000;nt10357
170357;10000000;nt10358
170358;10000000;nt10359
170359;10000000;nt10360
170360;10000000;nt10361
170361;10000000;nt10362
170362;10000000;nt10363
170363;10000000;nt10364
170364;10000000;nt10365
170365;10000000;nt10366
170366;10000000;nt10367
170367;10000000;nt10368
170368;10000000;nt10369
170369;10000000;nt10370
170370;10000000;nt10371
170371;10000000;nt10372
170372;10000000;nt10373
170373;10000000;nt10374
170374;10000000;nt10375
170375;10000000;nt10376
170376;10000000;nt10377
170377;10000000;nt10378
170378;10000000;nt10379
170379;10000000;nt10380
170380;10000000;nt10381
170381;10000000;nt10382
170382;10000000;nt10383
170383;10000000;nt10384
170384;10000000;nt10385
170385;10000000;nt10386
170386;10000000;nt10387
170387;10000000;nt10388
170388;10000000;nt10389
170389;10000000;nt10390
170390;10000000;nt10391
170391;10000000;nt10392
170392;10000000;nt10393
170393;10000000;nt10394
170394;10000000;nt10395
170395;10000000;nt10396
170396;10000000;nt10397
170397;10000000;nt10398
170398;10000000;nt10399
170399;10000000;nt10400
170400;10000000;nt10401
170401;10000000;nt10402
170402;10000000;nt10403
170403;10000000;nt10404
170404;10000000;nt10405
170405;10000000;nt10406
170406;10000000;nt10407
170407;10000000;nt10408
170408;10000000;nt10409
170409;10000000;nt10410
170410;10000000;nt10411
170411;10000000;nt10412
170412;10000000;nt10413
170413;10000000;nt10414
170414;10000000;nt10415
170415;10000000;nt10416
170416;10000000;nt10417
170417;10000000;nt10418
170418;10000000;nt10419
170419;10000000;nt10420
170420;10000000;nt10421
170421;10000000;nt10422
170422;10000000;nt10423
170423;10000000;nt10424
170424;10000000;nt10425
170425;10000000;nt10426
170426;10000000;nt10427
170427;10000000;nt10428
170428;10000000;nt10429
170429;10000000;nt10430
170430;10000000;nt10431
170431;10000000;nt10432
170432;10000000;nt10433
170433;10000000;nt10434
170434;10000000;nt10435
170435;10000000;nt10436
170436;10000000;nt10437
170437;10000000;nt10438
170438;10000000;nt10439
170439;10000000;nt10440
170440;10000000;nt10441
170441;10000000;nt10442
170442;10000000;nt10443
170443;10000000;nt10444
170444;10000000;nt10445
170445;10000000;nt10446
170446;10000000;nt10447
170447;10000000;nt10448
170448;10000000;nt10449
170449;10000000;nt10450
170450;10000000;nt10451
170451;10000000;nt10452
170452;10000000;nt10453
170453;10000000;nt10454
170454;10000000;nt10455
170455;10000000;nt10456
170456;10000000;nt10457
170457;10000000;nt10458
170458;10000000;nt10459
170459;10000000;nt10460
170460;10000000;nt10461
170461;10000000;nt10462
170462;10000000;nt10463
170463;10000000;nt10464
170464;10000000;nt10465
170465;10000000;nt10466
170466;10000000;nt10467
170467;10000000;nt10468
170468;10000000;nt10469
170469;10000000;nt10470
